Seller Platform,Seller SKU,Manfacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Product Page URL,Attachment URL,Image URL
Dental City,39-150S601,DiaDent ,ML150-S601,Dia-Pro T Gutta Percha .02 F1 ML150-S601 60/Box,,Box,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3383/diadent-dia-pro-t-gutta-percha,,https://www.dentalcity.com/CatalogImages/DENLN/18-3383-Product_Primary_Image-400X400.jpg
Dental City,39-03347,Coltene ,H03347,Hygenic Absorbent Points Fine 200/Box H03347	,"Hygenic Absorbent Paper Points are precise in their size and taper for an easy application that is flexible, yet firm. Paper Points are white in color, have no adhesives, and are available in conventional and standardized sizes and textures: XX-Fine to X-Coarse. The bulk package has 200 per box; also available are Ster-I-Cell Paper Points, which are packed in cells, each cell containing 5 sterile points (a total of 180 per box).",Box H03347	,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/1664/coltene-spectrapoint-accessory-bulk-absorbent-paper-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-1664-Product_Primary_Image-400X400.jpg
Dental City,39-670190,Dentsply Sirona ,670190,Dentsply Absorbent Paper Point .04 #35 Cell 180/Pack 670190,"These hand-rolled points offer excellent absorbency and come in economical bulk and convenient cell packages. The are available in .02 ISO and accessory sizes, including tapered .04 and .06 – specially designed to match the tapered shapes created by today’s instruments and techniques.",Pack 670190,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/2480/dentsply-sirona-absorbent-paper-points-04-taper,,https://www.dentalcity.com/CatalogImages/DENLN/18-2480-Product_Primary_Image-400X400.jpg
Dental City,39-19925,Meta ,PP06:25,Meta Paper Points CC .06 Taper 25 60/Pack	,"Meta Absorbant Paper Points are color-coded, spill proof, and are available with or without a taper (0.04 or 0.06). They are handrolled for extra absorbency, rigid enough to insert into canals without bending, and come in sterilized, individual packages. Choose between ISO standardized sizes (8-140) or accessory sizes (XX-Fine, X-Fine, Fine, Medium, Coarse, X-Coarse). Also available is the Endo Organizer, which has 12 compartments in a circle for easy access of different point sizes. Meta Points are also available in several different sizes and packaging systems.,Color Coding System:,White - 15,Yellow - 20,Red - 25,Blue - 30,Green - 35,Black - 40",Pack	,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8839/meta-absorbent-paper-points-color-coded-06-taper,https://dentalcity.com/MSDS/39-19815.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8839-Product_Primary_Image-400X400.jpg
Dental City,39-9723230,Kerr ,972-3230,Soft-Core SZ Verifier #30 6/Pack 972-3230,"Carrier-based Soft-Core obturators are 30% thinner than Thermafil, allowing greater flexibility to navigate curved canals. A thinner core also means more gutta percha for denser fills every time. And with just one universal taper size, you can greatly reduce and simplify your carrier inventory with Soft-Core obturators. Also available is the Soft-Core Oven, which heats up to 4 obturators at once in a removable holder, with a ceramic heating element for consistent heating!,Universal taper size,Thin core,Easy twist-off handle,40% less microleakage than Thermafil,Easier post space preparation",Pack 972-3230,6,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7962/kerr-soft-core-sz-verifier,,https://www.dentalcity.com/CatalogImages/DENLN/18-7962-Product_Primary_Image-400X400.jpg
Dental City,39-670155,Dentsply Sirona ,670155,Dentsply Absorbent Paper Point Medium 200/Pack 670155,"Dentsply Absorbent Paper Points are hand-rolled points that offer excellent absorbency. They are available in Fine, Medium, Coarse or X-Coarse grits and in an assorted pack.,
,Use the dropdown menu to make your selection.,
,Item includes: 200 points/pack",Pack 670155,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/2482/dentsply-sirona-absorbent-paper-points-accessory-bulk,,https://www.dentalcity.com/CatalogImages/DENLN/18-2482-Product_Primary_Image-400X400.jpg
Dental City,39-670067,Dentsply Sirona ,670067,Dentsply Absorbent Paper Point Medium Cell 180/Pack 670067,"These hand-rolled points offer excellent absorbency and come in economical bulk and convenient cell packages. The are available in .02 ISO and accessory sizes, including tapered .04 and .06 – specially designed to match the tapered shapes created by today’s instruments and techniques.",Pack 670067,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/2483/dentsply-sirona-absorbent-paper-points-accessory-cell-pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-2483-Product_Primary_Image-400X400.jpg
Dental City,39-01226,Coltene ,H01226,Hygenic Gutta Percha Medium H01226,"Together, Hygenic Guttapercha Points and Hygenic SuccessFil form a solid system for root canal obturation. The Guttapercha system is produced by machine rolling, so a uniform taper and high flexibility are ensured. Guttapercha is available in pink, with a selection of different vial caps to fit differing ISO colors on the file and reamers.SuccessFil is titanium-filled, and specifically designed for inserting Guttapercha into the canal.The Hygenic line by Coltene/Whaledent was developed first and foremost to provide safety for the patient and specialists by the prevention of infection and cross-contamination. Their wide range of products collaborate to achieve this, providing literal comfort in the product handling, as well as the comfort of a reliable clean.","Whaledent was developed first and foremost to provide safety for the patient and specialists by the prevention of infection and cross-contamination. Their wide range of products collaborate to achieve this, providing literal comfort in the product handling, as well as the comfort of a reliable clean.","Together, Hygenic Guttapercha Points and Hygenic SuccessFil form a solid system for root canal obturation. The Guttapercha system is produced by machine rolling, so a uniform taper and high flexibility are ensured. Guttapercha is available in pink, with a selection of different vial caps to fit differing ISO colors on the file and reamers.SuccessFil is titanium-filled, and specifically designed for inserting Guttapercha into the canal.The Hygenic line by Coltene",Endodontics/Root Canal Filling,https://www.dentalcity.com/product/1515/coltene-hygenic-gutta-percha-points,https://dentalcity.com/MSDS/39-01470.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-1515-Product_Primary_Image-400X400.jpg
Dental City,39-9055105,Premier ,9055105,Premier Absorbent Points Coarse 9055105,"These absorbent paper points are conventional, sterile cellpacks, available in 200 points per box. Choose between XX-Fine, X-Fine, Fine, Medium, Coarse, and X-Coarse; there is also an assorted kit available for these white paper points.",,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/10038/premier-absorbent-paper-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-10038-Product_Primary_Image-400X400.jpg
Dental City,39-669199,Dentsply Sirona ,669199,Densfil #20 Plastic Refill 6/Pack 669199,"The Densfil System ensures an efficient three-dimensional seal of the root canal space. Densfil's patented endodontic obturator consists of a flexible central carrier that is uniformly coated with a layer of refined and tested ""alpha"" phase gutta-percha. Unlike traditional gutta-percha, alpha phase provides the ideal match to the solid core technique because it becomes adhesive when heated and plasticizes at a lower temperature.,  ,Biocompatible and radiopaque,Medical-grade plastic or titanium,DensHeat oven offers stable heat,Size verifiers also offered",Pack 669199,6,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/2593/dentsply-sirona-densfil-plastic,https://dentalcity.com/MSDS/39-669249.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-2593-Product_Primary_Image-400X400.jpg
Dental City,39-114605,DiaDent ,114-605,Dia-Pro IsoGT.04 #25 Gutta Percha 60/Box 60/Pack 114-605,,Box 60,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/20137/diadent-dia-pro-length-marked-taper-gutta-percha,,https://www.dentalcity.com/CatalogImages/DENLN/18-20137-Product_Primary_Image-400X400.jpg
Dental City,39-0430,Meta Biomed ,122510-30,Meta Gutta Percha .04 Taper Size 30 60/Box TCG043060L-P71	,"Meta makes gutta percha points with a wide variety of characteristics and sizes, fitting the preferences of all users. Regular points are equally stiff and flexible for superior handling, and are uniform in shape, with a non-distorting crimp. All points have a long shelf life, are extremely radiopaque, and are suitable for vertical and lateral condensation. Also available is an Endo Organizer, a spill-proof cylinder with 12 compartments to fit 240 points sizes 15-80.,Meta Special Taper Points are especially time-saving for easier root canal obturations; the secret is in the length markings available on the side of the points. These help accurately measure depth, with stripes at 24mm, 22mm, 20mm, 19mm, 18mm, and 16mm. This safe, easy, and fast filling tool is available with a .04-.12 size taper.,Meta gutta percha points are available in a range of different packaging options. Choose between the standard 6-compartment dispenser, 6 round vials, 6 square vials, the 4-compartment dispenser, and the sliding type dispenser.,Radiopaque,Uniformly handrolled,Long shelf life,Use for vertical and lateral condensation,ISO sizes 8-140; color-coded,Accessory sizes XF, FF, MF, F, FM, M, ML, L, XL,Spill-proof",Box TCG043060L-P71	,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8835/meta-biomed-04-taper-gutta-percha-points,https://dentalcity.com/MSDS/39-L1540.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8835-Product_Primary_Image-400X400.jpg
Dental City,39-PPCM,Meta Biomed ,251450-M,Meta Absorbent Point .02 Medium Cell 200/Box RCPNXC200C-P61	,"Extra absorbent, pre-sterilized paper",Box RCPNXC200C-P61	,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8837/meta-biomed-absorbent-paper-points-accessory-cell-pack,https://dentalcity.com/MSDS/39-19815.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8837-Product_Primary_Image-400X400.jpg
Dental City,39-113,Meta ,111530-25,Meta Gutta Percha #25,"Meta makes gutta percha points with a wide variety of characteristics and sizes, fitting the preferences of all users. Regular points are equally stiff and flexible for superior handling, and are uniform in shape, with a non-distorting crimp. All points have a long shelf life, are extremely radiopaque, and are suitable for vertical and lateral condensation. Also available is an Endo Organizer, a spill-proof cylinder with 12 compartments to fit 240 points sizes 15-80.Meta Special Taper Points are especially time-saving for easier root canal obturations; the secret is in the length markings available on the side of the points. These help accurately measure depth, with stripes at 24mm, 22mm, 20mm, 19mm, 18mm, and 16mm. This safe, easy, and fast filling tool is available with a .04-.12 size taper.Meta gutta percha points are available in a range of different packaging options. Choose between the standard 6-compartment dispenser, 6 round vials, 6 square vials, the 4-compartment dispenser, and the sliding type dispenser.RadiopaqueUniformly handrolledLong shelf lifeUse for vertical and lateral condensationISO sizes 8-140; color-codedAccessory sizes XF, FF, MF, F, FM, M, ML, L, XLSpill-proof",,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8866/meta-spill-proof-iso-gutta-percha-points,https://dentalcity.com/MSDS/39-L1540.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8866-Product_Primary_Image-400X400.jpg
Dental City,39-0620,Meta Biomed ,132510-20,Meta Gutta Percha .06 20 60/Box TCG062060L-P71	,"Meta makes gutta percha points with a wide variety of characteristics and sizes, fitting the preferences of all users. Regular points are equally stiff and flexible for superior handling, and are uniform in shape, with a non-distorting crimp. All points have a long shelf life, are extremely radiopaque, and are suitable for vertical and lateral condensation. Also available is an Endo Organizer, a spill-proof cylinder with 12 compartments to fit 240 points sizes 15-80.,Meta Special Taper Points are especially time-saving for easier root canal obturations; the secret is in the length markings available on the side of the points. These help accurately measure depth, with stripes at 24mm, 22mm, 20mm, 19mm, 18mm, and 16mm. This safe, easy, and fast filling tool is available with a .04-.12 size taper.,Meta gutta percha points are available in a range of different packaging options. Choose between the standard 6-compartment dispenser, 6 round vials, 6 square vials, the 4-compartment dispenser, and the sliding type dispenser.,Radiopaque,Uniformly handrolled,Long shelf life,Use for vertical and lateral condensation,ISO sizes 8-140; color-coded,Accessory sizes XF, FF, MF, F, FM, M, ML, L, XL,Spill-proof",Box TCG062060L-P71	,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8836/meta-biomed-06-taper-gutta-percha-points,https://dentalcity.com/MSDS/39-L1540.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8836-Product_Primary_Image-400X400.jpg
Dental City,39-20025,Meta ,PPCB25,Meta Paper Point CC Spill Proof .02 25 200/Box	,"Meta Absorbant Paper Points are color-coded, spill proof, and are available with or without a taper (0.04 or 0.06). They are handrolled for extra absorbency, rigid enough to insert into canals without bending, and come in sterilized, individual packages. Choose between ISO standardized sizes (8-140) or accessory sizes (XX-Fine, X-Fine, Fine, Medium, Coarse, X-Coarse). Also available is the Endo Organizer, which has 12 compartments in a circle for easy access of different point sizes. Meta Points are also available in several different sizes and packaging systems.,Color Coding System:,White - 15,Yellow - 20,Red - 25,Blue - 30,Green - 35,Black - 40",Box	,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8841/meta-absorbent-paper-points-color-coded-iso-spill-proof,https://dentalcity.com/MSDS/39-19815.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8841-Product_Primary_Image-400X400.jpg
Dental City,39-14607,DiaDent ,114-607,Dia-ISOGT Gutta Percha .04 60/Pack 35 114-607,,Pack 35 114-607,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3379/diadent-dia-isogt-taper-gutta-percha,,https://www.dentalcity.com/CatalogImages/DENLN/18-3379-Product_Primary_Image-400X400.jpg
Dental City,39-GPFM,DiaDent ,102-605,Diadent Gutta Percha Fine-Medium Spillproof 100/Box 102-605,"Diadent® Accessory Gutta Percha Points provide a fast and reliable solution for root canal measuring and filling. They are Cadmium free, latex free, radiopaque and hand rolled. Completely seals the entire length of the canal.,
,Use the dropdown menu to select gutta percha option.,
,Note: Item pictured is Gutta Percha Fine Fine (39-GPFF)",Box 102-605,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3373/diadent-accessory-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-3373-Product_Primary_Image-400X400.jpg
Dental City,39-202604,DiaDent ,202-604,Diadent Paper Points Spillproof Medium 200/Pack 202-604,,Pack 202-604,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/16966/diadent-non-marked-spillproof-paper-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-16966-Product_Primary_Image-400X400.jpg
Dental City,39-0625V,Meta Biomed ,132210-25,Meta Gutta Percha .06 Taper 25 6 Vials 60pcs	,,,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/14854/meta-biomed-gutta-percha-vials,https://dentalcity.com/MSDS/39-L1540.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-14854-Product_Primary_Image-400X400.jpg
Dental City,39-8151544,Kerr ,815-1544,TF Adaptive Gutta Percha ML2 50/Pack 815-1544,Sized to fit TF apical file preparations. Color-coded to match TF taper coding. System based approach preferred by users. More intuitive obturation.,Pack 815-1544,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8014/kerr-tf-adaptive-gutta-percha,,https://www.dentalcity.com/CatalogImages/DENLN/18-8014-Product_Primary_Image-400X400.jpg
Dental City,39-9720102,Kerr ,972-0102,Sybron Endo Autofit Gutta Percha .06 50/Box 972-0102,"Autofit gutta percha is the latest innovation in filling materials. Greater Taper cones are designed to match canals shaped with Greater Taper files. Autofit cones have a parallel shank that is tapered to a point (similar to the end of a pencil). The cones fit seamlessly into the gutta percha wheel, and are excellent for root canal therapies. With 50 cones per box, there are several different taper sizes offered for Greater Taper:,Assorted .06-.12,.04,.06,.08,.10,.12 (.98mm max diameter),.12 (1.35 max diameter)",Box 972-0102,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7384/kerr-autofit-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-7384-Product_Primary_Image-400X400.jpg
Dental City,39-50630,Kerr ,825-0630,Sybron Endo K3 Gutta Percha .06 Taper #30 50/Pack 825-0630,"Sybron Endo's radiopaque gutta percha is the time-proven fill for root canal therapies. Both Autofit and standard gutta percha cones fit seamlessly into a gutta percha wheel. In addition, choose between standardized and tapered; sizes are offered from X-Fine to Large. They are readily softened by heat and flexible to be easily inserted into the canal.,Yet another option is the K3 gutta percha point, tapered to .04 or .06, and with a tip size 20-45 and optional feather tips. Classic Sybron Endo is packaged at 100/box, while K3 is 50/box.",Pack 825-0630,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7584/kerr-k3-tapered-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-7584-Product_Primary_Image-400X400.jpg
Dental City,39-60022690,Coltene ,60022690,Hyflex CM Gutta Percha Points #25 0.4 Taper 60022690,,,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/19673/coltene-hyflex-cm-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-19673-Product_Primary_Image-400X400.jpg
Dental City,39-13985,Kerr ,13985,Sybron Endo Gutta Percha Taper Fine-Fine 100/Box,"Sybron Endo's radiopaque gutta percha is the time-proven fill for root canal therapies. Both Autofit and standard gutta percha cones fit seamlessly into a gutta percha wheel. In addition, choose between standardized and tapered; sizes are offered from X-Fine to Large. They are readily softened by heat and flexible to be easily inserted into the canal.,Yet another option is the K3 gutta percha point, tapered to .04 or .06, and with a tip size 20-45 and optional feather tips. Classic Sybron Endo is packaged at 100/box, while K3 is 50/box.",Box,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7999/kerr-tapered-gutta-percha,,https://www.dentalcity.com/CatalogImages/DENLN/18-7999-Product_Primary_Image-400X400.jpg
Dental City,39-8151550,Kerr ,815-1550,TF Adaptive Obturators SM2 6/Pack 815-1550,"The TF Adaptive System uses an existing file set called Twisted Files. Twisted Files are manufactured using a heat treatment technology, which changes the crystalline structure completely so the file can be twisted while maintaining the natural grain structure. Since Twisted Files are not ground cut and there are no micro-fractures that occur on the surface, they are not inherently weaker as other NiTi files, but are strong and flexible.",Pack 815-1550,6,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8016/kerr-tf-adaptive-obturators-6pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-8016-Product_Primary_Image-400X400.jpg
Dental City,39-8151571,Kerr ,815-1571,TF Adaptive Paper Points SM3 100/Pack 815-1571,,Pack 815-1571,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8017/kerr-tf-adaptive-paper-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-8017-Product_Primary_Image-400X400.jpg
Dental City,90-2036,Kerr ,972-3120,Soft-Core #20 Obturator 36/Pack 972-3120,"Carrier-based Soft-Core obturators are 30% thinner than Thermafil, allowing greater flexibility to navigate curved canals. A thinner core also means more gutta percha for denser fills every time. And with just one universal taper size, you can greatly reduce and simplify your carrier inventory with Soft-Core obturators. Also available is the Soft-Core Oven, which heats up to 4 obturators at once in a removable holder, with a ceramic heating element for consistent heating!,Universal taper size,Thin core,Easy twist-off handle,40% less microleakage than Thermafil,Easier post space preparation",Pack 972-3120,6,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7958/kerr-soft-core-obturator-36pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-7958-Product_Primary_Image-400X400.jpg
Dental City,90-2006,Kerr ,972-3020,Soft-Core #20 Obturator 6/Pack 972-3020,"Carrier-based Soft-Core obturators are 30% thinner than Thermafil, allowing greater flexibility to navigate curved canals. A thinner core also means more gutta percha for denser fills every time. And with just one universal taper size, you can greatly reduce and simplify your carrier inventory with Soft-Core obturators. Also available is the Soft-Core Oven, which heats up to 4 obturators at once in a removable holder, with a ceramic heating element for consistent heating!,Universal taper size,Thin core,Easy twist-off handle,40% less microleakage than Thermafil,Easier post space preparation",Pack 972-3020,6,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7959/kerr-soft-core-obturator-6pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-7959-Product_Primary_Image-400X400.jpg
Dental City,39-14393,Kerr ,14393,Sybron Endo Gutta Percha 80 14393 6 Vials,Sybron Endo's radiopaque gutta percha is the time-proven fill for root canal therapies. Both Autofit and standard gutta percha cones fit seamlessly into a gutta percha wheel.,,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8059/kerr-vial-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-8059-Product_Primary_Image-400X400.jpg
Dental City,39-8151561,Kerr ,815-1561,TF Adaptive Obturators SM3 36/Pack 815-1561,"The TF Adaptive System uses an existing file set called Twisted Files. Twisted Files are manufactured using a heat treatment technology, which changes the crystalline structure completely so the file can be twisted while maintaining the natural grain structure. Since Twisted Files are not ground cut and there are no micro-fractures that occur on the surface, they are not inherently weaker as other NiTi files, but are strong and flexible.",Pack 815-1561,6,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8015/kerr-tf-adaptive-obturators-36pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-8015-Product_Primary_Image-400X400.jpg
Dental City,39-162500,EDS ,1625-00,EZ-Fill Xpress Nickel Titanium Intro Kit 1625-00,⚠️ WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. For more information: www.P65Warnings.ca.gov.,,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3683/eds-ez-fill-xpress-intro-kit,https://dentalcity.com/MSDS/39-162000.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-3683-Product_Primary_Image-400X400.jpg
Dental City,95-9730600,Kerr ,973-0600-TYPEB,Elements IC Obturation Dual System 973-0600 Type B 973-0600-TYPEB,,,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/19745/kerr-elements-ic-obturation-dual-system,,https://www.dentalcity.com/CatalogImages/DENLN/18-19745-Product_Primary_Image-400X400.jpg
Dental City,39-8151557,Kerr ,815-1557,TF Adaptive Verifiers ML1 6/Pack 815-1557,"The TF Adaptive System uses an existing file set called Twisted Files. Twisted Files are manufactured using a heat treatment technology, which changes the crystalline structure completely so the file can be twisted while maintaining the natural grain structure. Since Twisted Files are not ground cut and there are no micro-fractures that occur on the surface, they are not inherently weaker as other NiTi files, but are strong and flexible.",Pack 815-1557,6,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8019/kerr-tf-adaptive-verifiers-6pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-8019-Product_Primary_Image-400X400.jpg
Dental City,39-25000,EDS ,250-00,EZ-Change Overdenture Intro Kit 250-00 EDS,,,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3674/eds-ez-change-overdenture-intro-kit,,https://www.dentalcity.com/CatalogImages/DENLN/18-3674-Product_Primary_Image-400X400.jpg
Dental City,39-8220625,Kerr ,822-0625,TF Gutta Percha Points .06 Taper 50/pk 822-0625,,pk 822-0625,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/16075/kerr-tf-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-16075-Product_Primary_Image-400X400.jpg
Dental City,39-8220630,Kerr ,822-0630,TF Apical Gutta Percha Points .06 #30 50/Pack 822-0630,"Sybron Endo's radiopaque gutta percha is the time-proven fill for root canal therapies. Both Autofit and standard gutta percha cones fit seamlessly into a gutta percha wheel. In addition, choose between standardized and tapered; sizes are offered from X-Fine to Large. They are readily softened by heat and flexible to be easily inserted into the canal.,Yet another option is the K3 gutta percha point, tapered to .04 or .06, and with a tip size 20-45 and optional feather tips. Classic Sybron Endo is packaged at 100/box, while K3 is 50/box.",Pack 822-0630,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8020/kerr-tf-apical-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-8020-Product_Primary_Image-400X400.jpg
Dental City,39-160500,EDS ,1605-00,EZ-Fill NiTi spiral complete kit w/cement gel/powder 1605-00,"⚠️ ,WARNING: ,This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. For more information: ,www.P65Warnings.ca.gov,.",cement gel,EZ-Fill NiTi spiral complete kit w,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3679/eds-ez-fill-intro-kit,https://dentalcity.com/MSDS/39-160000.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-3679-Product_Primary_Image-400X400.jpg
Dental City,39-160001,EDS ,1600-01,EZ-Fill stainless steel spiral refill assorted 4/package 1600-01,,package 1600-01,4,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3681/eds-ez-fill-spiral,https://dentalcity.com/MSDS/39-160001.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-3681-Product_Primary_Image-400X400.jpg
Dental City,39-50048,Kerr ,825-0048,Sybron Endo K3 Gutta Percha .06 Taper Feather Tip 50/Pack 825-0048,"Sybron Endo's radiopaque gutta percha is the time-proven fill for root canal therapies. Both Autofit and standard gutta percha cones fit seamlessly into a gutta percha wheel. In addition, choose between standardized and tapered; sizes are offered from X-Fine to Large. They are readily softened by heat and flexible to be easily inserted into the canal.,Yet another option is the K3 gutta percha point, tapered to .04 or .06, and with a tip size 20-45 and optional feather tips. Classic Sybron Endo is packaged at 100/box, while K3 is 50/box.",Pack 825-0048,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7583/kerr-k3-tapered-feathered-tip-gutta-percha-points,,https://www.dentalcity.com/CatalogImages/DENLN/18-7583-Product_Primary_Image-400X400.jpg
Dental City,95-3002,Kerr ,972-3002,Soft-Core Obturator W/ Heater & Cord 972-3002,"Carrier-based Soft-Core obturators are 30% thinner than Thermafil, allowing greater flexibility to navigate curved canals. A thinner core also means more gutta percha for denser fills every time. And with just one universal taper size, you can greatly reduce and simplify your carrier inventory with Soft-Core obturators. Also available is the Soft-Core Oven, which heats up to 4 obturators at once in a removable holder, with a ceramic heating element for consistent heating!,Universal taper size,Thin core,Easy twist-off handle,40% less microleakage than Thermafil,Easier post space preparation", Heater & Cord 972-3002,Soft-Core Obturator W,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/7960/kerr-soft-core-oven-w-heater-cord,,https://www.dentalcity.com/CatalogImages/DENLN/18-7960-Product_Primary_Image-400X400.jpg
Dental City,39-GPBAR,Meta Biomed ,402130,Gutta Percha Bars 100/pk GPBAR,"Meta makes gutta percha points with a wide variety of characteristics and sizes, fitting the preferences of all users. Regular points are equally stiff and flexible for superior handling, and are uniform in shape, with a non-distorting crimp. All points have a long shelf life, are extremely radiopaque, and are suitable for vertical and lateral condensation. Also available is an Endo Organizer, a spill-proof cylinder with 12 compartments to fit 240 points sizes 15-80.,Meta Special Taper Points are especially time-saving for easier root canal obturations; the secret is in the length markings available on the side of the points. These help accurately measure depth, with stripes at 24mm, 22mm, 20mm, 19mm, 18mm, and 16mm. This safe, easy, and fast filling tool is available with a .04-.12 size taper.,Meta gutta percha points are available in a range of different packaging options. Choose between the standard 6-compartment dispenser, 6 round vials, 6 square vials, the 4-compartment dispenser, and the sliding type dispenser.,Radiopaque,Uniformly handrolled,Long shelf life,Use for vertical and lateral condensation,ISO sizes 8-140; color-coded,Accessory sizes XF, FF, MF, F, FM, M, ML, L, XL,Spill-proof",pk GPBAR,0,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/8853/meta-biomed-gutta-percha-bars,https://dentalcity.com/MSDS/39-L1540.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8853-Product_Primary_Image-400X400.jpg
Dental City,39-181101,DiaDent ,181-101,Diadent Gutta Percha Obturator 181-101,,,,Endodontics/Root Canal Filling,https://www.dentalcity.com/product/3384/diadent-diadent-gutta-percha-obturator,,https://www.dentalcity.com/CatalogImages/DENLN/18-3384-Product_Primary_Image-400X400.jpg
