Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Image URL
Young Specialists,Item #P-D-S,Young Specialists,Item #P-D-S,Perforated Diamond Strips (10 ct)-Fine,"Fast-cutting diamond strips. Stainless steel with diamond grit. Thin and flexible; will not stretch or break. Fully autoclavable. Diamond coating is ideal for finishing enamel and restorative materials. 6” long and gapped for easy interproximal insertion., ,Perforated strip design provides improved visibility, more flexibility, and total control in reduction, shaping, and contouring.","Fast-cutting diamond strips. Stainless steel with diamond grit. Thin and flexible; will not stretch or break. Fully autoclavable. Diamond coating is ideal for finishing enamel and restorative materials. 6” long and gapped for easy interproximal insertion. Perforated strip design provides improved visibility, more flexibility, and total control in reduction, shaping, and contouring.","Fast-cutting diamond strips. Stainless steel with diamond grit. Thin and flexible; will not stretch or break. Fully autoclavable. Diamond coating is ideal for finishing enamel and restorative materials. 6” long and gapped for easy interproximal insertion. Perforated strip design provides improved visibility, more flexibility, and total control in reduction, shaping, and contouring.",Orthodontics,Orthodontic Instruments,https://www.youngspecialties.com/product/perforated-diamond-strips-10-ct/,"https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2022/01/Perforated-Diamond-Strips.jpg 1000w"
Young Specialists,Item #00026,Young Specialists,Item #00026,Flexible Cone Shaped Interproximal Brush (144 ct)," , ,Plak Smacker’s Flexible Cone-Shaped Interproximal , is the ideal , for patients on the go. The , makes it easy to reach difficult areas behind and around archwires and brackets. The clear cover conveniently converts into a handle. The proxy brushes are packaged in a box of 144 in an assortment of colors: pink, purple, green and blue.","  Plak Smacker’s Flexible Cone-Shaped Interproximal  is the ideal  for patients on the go. The  makes it easy to reach difficult areas behind and around archwires and brackets. The clear cover conveniently converts into a handle. The proxy brushes are packaged in a box of 144 in an assortment of colors: pink, purple, green and blue.","  Plak Smacker’s Flexible Cone-Shaped Interproximal  is the ideal  for patients on the go. The  makes it easy to reach difficult areas behind and around archwires and brackets. The clear cover conveniently converts into a handle. The proxy brushes are packaged in a box of 144 in an assortment of colors: pink, purple, green and blue.",Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/flexible-cone-shaped-interproximal-brush-144-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Flexible-Cone-Shaped-Interproximal-Toothbrush-00026.jpg 1000w"
Young Specialists,Item #VP-8300,Young Specialists,Item #VP-8300,"Vinyl Tray Adhesive, 10ml"," ,Offers firm adhesion between impression trays and VPS impression materials. Packaged as 10ml bottle with applicator.", Offers firm adhesion between impression trays and VPS impression materials. Packaged as 10ml bottle with applicator., Offers firm adhesion between impression trays and VPS impression materials. Packaged as 10ml bottle with applicator.,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-vinyl-tray-adhesive-10-ml-bottle/,"https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2021/08/VP-8300-Vinyl-Tray-Adhesive-10ML.jpg 1000w"
Young Specialists,Item #SL-BT-EP-018,Young Specialists,Item #SL-BT-EP-018,".018 Slim Line Non-Convertible Buccal Tube, Extended Pad, Direct Bond-MBT"," ,The Slim Line buccal tube incorporates cutting-edge technology with growing industry demand for comfortable, easy-to-use appliances that simplify treatment and reduce valuable chair time., , "," The Slim Line buccal tube incorporates cutting-edge technology with growing industry demand for comfortable, easy-to-use appliances that simplify treatment and reduce valuable chair time.  "," The Slim Line buccal tube incorporates cutting-edge technology with growing industry demand for comfortable, easy-to-use appliances that simplify treatment and reduce valuable chair time.  ",Orthodontics,Buccal Tubes,https://www.youngspecialties.com/product/slim-line-convertible-buccal-tube-extended-direct-bond/,"https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2021/08/NS3B-228E-New-Hook-Extendended-Base-1000_10000.jpg 1000w"
Young Specialists,Item #10003,Young Specialists,Item #10003,Dual-Head Rubber Handle Toothbrush (144 ct)," , ,This dynamic Dual-Head Rubber-Handle , is a favorite among patients and staff in both dental and orthodontic offices! The brush head features 40 tufts of nylon bristles with a durable interproximal brush at the end of the handle. Offered in an assorted pack that includes: red, green, blue and purple. Comes in a box quantity of 144.","  This dynamic Dual-Head Rubber-Handle  is a favorite among patients and staff in both dental and orthodontic offices! The brush head features 40 tufts of nylon bristles with a durable interproximal brush at the end of the handle. Offered in an assorted pack that includes: red, green, blue and purple. Comes in a box quantity of 144.","  This dynamic Dual-Head Rubber-Handle  is a favorite among patients and staff in both dental and orthodontic offices! The brush head features 40 tufts of nylon bristles with a durable interproximal brush at the end of the handle. Offered in an assorted pack that includes: red, green, blue and purple. Comes in a box quantity of 144.",Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/dual-head-rubber-handle-toothbrush-144-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Dual-Head-Rubber-Handle-Toothbrush-10003.jpg 1000w"
Young Specialists,Item #DEFEND-TIPS,Young Specialists,Item #DEFEND-TIPS,"Clear Intra-Oral Mixing Tips, 100ct-Small"," ,DEFEND® intra-oral mixing tips provide precise placement interproximally. Fits universal mixing tips or , , Clear, Large or Small,: Intra-oral", DEFEND® intra-oral mixing tips provide precise placement interproximally. Fits universal mixing tips or   Clear Large or Small: Intra-oral, DEFEND® intra-oral mixing tips provide precise placement interproximally. Fits universal mixing tips or   Clear Large or Small: Intra-oral,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-clear-intra-oral-tips/,"https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Intra-Oral-Tips-Clear-Large_Small.jpg 1000w"
Young Specialists,Item #Q-Brush-L,Young Specialists,Item #Q-Brush-L,"Q Brush Interproximal Brush, L-Type Handle (24 ct)-Size 0","Q Brushes are available in eight sizes. Wires are coated and are safe for crowns, veneers, implants, and fixed appliances. Brush handles are color-coded for easy size identification.,Brush handles are color-coded for easy size identification. Recommended use:,These sizes and uses are recommendations only. Q Brush is a personal product and should be fitted for your personal use. Always follow written instructions. Keep away from children.","Q Brushes are available in eight sizes. Wires are coated and are safe for crowns, veneers, implants, and fixed appliances. Brush handles are color-coded for easy size identification.Brush handles are color-coded for easy size identification. Recommended use:These sizes and uses are recommendations only. Q Brush is a personal product and should be fitted for your personal use. Always follow written instructions. Keep away from children.","Q Brushes are available in eight sizes. Wires are coated and are safe for crowns, veneers, implants, and fixed appliances. Brush handles are color-coded for easy size identification.Brush handles are color-coded for easy size identification. Recommended use:These sizes and uses are recommendations only. Q Brush is a personal product and should be fitted for your personal use. Always follow written instructions. Keep away from children.",Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/q-brush-interproximal-brush-l-type-handle-24-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-600x660.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-273x300.jpg 273w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-768x845.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-32x35.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-190x209.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-55x60.jpg 55w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024-82x90.jpg 82w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Q-Brush-L-Type-Handle-Size-0-QB024.jpg 909w"
Young Specialists,Item #822-602,Young Specialists,Item #822-602,Gutta-Percha Pellets (100 ct)," ,Obtura Spartan Gutta Percha Pellets represent the properties of an ideal obturation material. Compatible with most pellet-based gutta percha devices.,(1) It is easily manipulated, dimensionally stable, seals, non-irritating, impervious to moisture, bio-compatible, radiopaque, sterile, and easily removed. 1. Johnson, William T., Gutmann, James L. Pathways of the Pulp, 9th Edition, Chapter 10, Table 10-3, pg. 372"," Obtura Spartan Gutta Percha Pellets represent the properties of an ideal obturation material. Compatible with most pellet-based gutta percha devices.(1) It is easily manipulated, dimensionally stable, seals, non-irritating, impervious to moisture, bio-compatible, radiopaque, sterile, and easily removed. 1. Johnson, William T., Gutmann, James L. Pathways of the Pulp, 9th Edition, Chapter 10, Table 10-3, pg. 372"," Obtura Spartan Gutta Percha Pellets represent the properties of an ideal obturation material. Compatible with most pellet-based gutta percha devices.(1) It is easily manipulated, dimensionally stable, seals, non-irritating, impervious to moisture, bio-compatible, radiopaque, sterile, and easily removed. 1. Johnson, William T., Gutmann, James L. Pathways of the Pulp, 9th Edition, Chapter 10, Table 10-3, pg. 372",Endodontics,Obtura Backfill Devices & Accessories,https://www.youngspecialties.com/product/gutta-percha-pellets-100-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Obtura-Gutta-Percha-Pellets-822-602.jpg 1000w"
Young Specialists,Item #Merit-Bracket-Case,Young Specialists,Item #Merit-Bracket-Case,(Case) Merit™ Stainless Steel Bracket-MBT,"Merit™ Stainless Steel Brackets are manufactured using metal injection molding (MIM) technology for unsurpassed precision and quality. By using this technique, we are able to significantly reduce friction and improve sliding mechanics. The one-piece design features a clinically tested sandblasted base for reliable bonding and debonding. The low-profile design ensures patient comfort., ,• Optimal bracket width for rotational control,• Comfortable ball hooks,• Bicuspid brackets have buccally extended gingival tie wings for ease of ligation,• Lower anteriors offer chamfered incisal tie wings to add clearance in deep bite cases,• Highly polished for aesthetics,• Scribed mid-line to ease placement in the long axis of the tooth,• Bracket base conforms to gingival contours,• One-piece construction eliminates discoloration from solders and fluxes,• Made in the USA","Merit™ Stainless Steel Brackets are manufactured using metal injection molding (MIM) technology for unsurpassed precision and quality. By using this technique, we are able to significantly reduce friction and improve sliding mechanics. The one-piece design features a clinically tested sandblasted base for reliable bonding and debonding. The low-profile design ensures patient comfort. • Optimal bracket width for rotational control• Comfortable ball hooks• Bicuspid brackets have buccally extended gingival tie wings for ease of ligation• Lower anteriors offer chamfered incisal tie wings to add clearance in deep bite cases• Highly polished for aesthetics• Scribed mid-line to ease placement in the long axis of the tooth• Bracket base conforms to gingival contours• One-piece construction eliminates discoloration from solders and fluxes• Made in the USA","Merit™ Stainless Steel Brackets are manufactured using metal injection molding (MIM) technology for unsurpassed precision and quality. By using this technique, we are able to significantly reduce friction and improve sliding mechanics. The one-piece design features a clinically tested sandblasted base for reliable bonding and debonding. The low-profile design ensures patient comfort. • Optimal bracket width for rotational control• Comfortable ball hooks• Bicuspid brackets have buccally extended gingival tie wings for ease of ligation• Lower anteriors offer chamfered incisal tie wings to add clearance in deep bite cases• Highly polished for aesthetics• Scribed mid-line to ease placement in the long axis of the tooth• Bracket base conforms to gingival contours• One-piece construction eliminates discoloration from solders and fluxes• Made in the USA",Orthodontics,Brackets,https://www.youngspecialties.com/product/case-merit-stainless-steel-bracket/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Merit-Bracket-Post-Top-View.jpg 1000w"
Young Specialists,Item #TRAD-SS,Young Specialists,Item #TRAD-SS,(Case) .022 Traditional™ Stainless Steel Bracket-MBT,"Our Traditional Stainless Steel bracket is the ultimate in stainless steel pre-adjusted bracket. The premium-grade materials and manufacturing techniques provide for exceptional strength and prescription integrity. The low-profile design offers ample under tie wing area for easy ligation and ensures patient comfort. The mesh base is designed to work effectively with any adhesive system, however, we offer and recommend ORAPRO® products. Hooks are optional on all cuspid and bicuspid brackets. Brackets are marked on the distal-gingival tie wing., ","Our Traditional Stainless Steel bracket is the ultimate in stainless steel pre-adjusted bracket. The premium-grade materials and manufacturing techniques provide for exceptional strength and prescription integrity. The low-profile design offers ample under tie wing area for easy ligation and ensures patient comfort. The mesh base is designed to work effectively with any adhesive system, however, we offer and recommend ORAPRO® products. Hooks are optional on all cuspid and bicuspid brackets. Brackets are marked on the distal-gingival tie wing. ","Our Traditional Stainless Steel bracket is the ultimate in stainless steel pre-adjusted bracket. The premium-grade materials and manufacturing techniques provide for exceptional strength and prescription integrity. The low-profile design offers ample under tie wing area for easy ligation and ensures patient comfort. The mesh base is designed to work effectively with any adhesive system, however, we offer and recommend ORAPRO® products. Hooks are optional on all cuspid and bicuspid brackets. Brackets are marked on the distal-gingival tie wing. ",Orthodontics,Brackets,https://www.youngspecialties.com/product/case-roth-022-traditional-stainless-steel-bracket/,"https://www.youngspecialties.com/wp-content/uploads/2021/05/Traditional-bracket-top-view-hook-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2021/05/Traditional-bracket-top-view-hook-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2021/05/Traditional-bracket-top-view-hook-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2021/05/Traditional-bracket-top-view-hook-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2021/05/Traditional-bracket-top-view-hook-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2021/05/Traditional-bracket-top-view-hook.jpg 1000w"
